SNo|Pullout Date|Pullout Count|Agreement No|Short Agreement No|GNSA Ref No|Reason|Error
7861|2018-11-27|1|X0HEBIW00000844153|0844153|16040500530|CHOLA REQUEST|Invalid Agreement
7881|2018-11-29|1|X0HEMAD00000893495|0893495|13013000163|CHOLA REQUEST|Invalid Agreement
7882|2018-11-29|1|X0HEDHE00000992134|0992134|14012800715|CHOLA REQUEST|Invalid Agreement
7890|2018-11-30|1|X0HEBAN00000367894|0367894|13042305051|CHOLA REQUEST|Invalid Agreement
7891|2018-11-30|1|X0HEBAN00000216219|0216219|13042706298|CHOLA REQUEST|Invalid Agreement
7897|2018-11-30|1|X0HELIN00000811713|0811713|16092200430|CHOLA REQUEST|Invalid Agreement
7902|2018-11-30|1|X0HERHE00000627050|0627050|P12100801717|CHOLA REQUEST|Invalid Agreement
7904|2018-11-26|1|XVFPSAM00002389545|2389545|P18051000003|CHOLA REQUEST|Invalid spdc Entry
7906|2018-11-26|1|XVFPSDR00002153162|2153162|P17111300014|CHOLA REQUEST|Invalid spdc Entry
7907|2018-11-29|1|XVFPBBR00001033219|1033219|13090600394|CHOLA REQUEST|Invalid spdc Entry
7908|2018-11-29|1|XVFPKPR00001066088|1066088|13110900273|CHOLA REQUEST|Invalid spdc Entry
7909|2018-11-29|1|XVFPRPV00001124360|1124360|14020600772|CHOLA REQUEST|Invalid spdc Entry
7926|2018-11-29|1|XVFPSBA00000848089|0848089|P12111700235|CHOLA REQUEST|Invalid Agreement
7927|2018-11-29|1|XVFPVRI00000936877|0936877|P13041700035|CHOLA REQUEST|Invalid Agreement
7928|2018-11-29|1|XVFPVRI00000957109|0957109|P13043000119|CHOLA REQUEST|Invalid Agreement
7929|2018-11-29|1|XVFPMAH00000974881|0974881|P13053000025|CHOLA REQUEST|Invalid Agreement
7930|2018-11-29|1|XSHUMAH00001114500|1114500|P14011800017|CHOLA REQUEST|Invalid spdc Entry
7931|2018-11-29|1|XVFPJAH00001126022|1126022|p14020500176|CHOLA REQUEST|Invalid spdc Entry
7932|2018-11-29|1|XVFPVRI00001134590|1134590|P14020700196|CHOLA REQUEST|Invalid spdc Entry
7935|2018-12-07|1|XVFPRIS00002453247|2453247|18070201290|CHOLA REQUEST|Duplicate record
7936|2018-12-07|1|XVFPCIN00002465911|2465911|18070702018|CHOLA REQUEST|Duplicate record
7937|2018-12-07|1|XVFPBLA00002475534|2475534|18071600776|CHOLA REQUEST|Duplicate record
7938|2018-12-07|1|XVFPJAB00002518924|2518924|18082000261|CHOLA REQUEST|Duplicate record
7939|2018-12-07|1|XVFPJHR00002553460|2553460|18091800837|CHOLA REQUEST|Duplicate record
7940|2018-12-07|1|XVFPFKD00002595261|2595261|18101300509|CHOLA REQUEST|Duplicate record
7941|2018-12-10|1|X0HEICH00002643729|2643729|18111302281|CHOLA REQUEST|Duplicate record
7942|2018-12-10|1|X0HEICH00002643112|2643112|18111302295|CHOLA REQUEST|Duplicate record
7943|2018-12-10|1|X0HEAJE00002644002|2644002|18111302303|CHOLA REQUEST|Duplicate record
7944|2018-12-10|1|X0HECHE00002643722|2643722|18111302305|CHOLA REQUEST|Duplicate record
7945|2018-12-10|1|X0HEELD00002636237|2636237|18111302365|CHOLA REQUEST|Duplicate record
7946|2018-12-10|1|X0HEYAM00002635794|2635794|18111302399|CHOLA REQUEST|Duplicate record
7947|2018-12-10|1|X0HLKAK00002643795|2643795|18111502168|CHOLA REQUEST|Duplicate record
7948|2018-12-10|1|X0HLTHN00002644187|2644187|18111502192|CHOLA REQUEST|Duplicate record
7949|2018-12-10|1|X0HEGKL00002643642|2643642|18111502205|CHOLA REQUEST|Duplicate record
7950|2018-12-10|1|X0HLSTR00002635218|2635218|18111502222|CHOLA REQUEST|Duplicate record
7951|2018-12-10|1|X0HLNAE00002643603|2643603|18111502225|CHOLA REQUEST|Duplicate record
7952|2018-12-10|1|X0HESAI00002643361|2643361|18111502243|CHOLA REQUEST|Duplicate record
7953|2018-12-10|1|X0HESRH00002643885|2643885|18111502260|CHOLA REQUEST|Duplicate record
7954|2018-12-10|1|X0HLKAC00002631615|2631615|18111502306|CHOLA REQUEST|Duplicate record
7955|2018-12-10|1|X0HEUJJ00002643789|2643789|18111502316|CHOLA REQUEST|Duplicate record
7956|2018-12-10|1|X0HEDDN00002644140|2644140|18111502318|CHOLA REQUEST|Duplicate record
7957|2018-12-10|1|X0HEAVI00002643183|2643183|18111502320|CHOLA REQUEST|Duplicate record
7958|2018-12-10|1|X0HEVJA00002643472|2643472|18111502330|CHOLA REQUEST|Duplicate record
7959|2018-12-10|1|X0HEHWB00002643347|2643347|18111502338|CHOLA REQUEST|Duplicate record
7960|2018-12-10|1|X0HEVIZ00002643745|2643745|18111502352|CHOLA REQUEST|Duplicate record
7961|2018-12-10|1|X0HLAME00002622485|2622485|18111502366|CHOLA REQUEST|Duplicate record
7962|2018-12-10|1|X0HLAME00002632768|2632768|18111502381|CHOLA REQUEST|Duplicate record
7963|2018-12-10|1|X0HLSTR00002643228|2643228|18111502384|CHOLA REQUEST|Duplicate record
7964|2018-12-10|1|X0HLSTR00002643289|2643289|18111502390|CHOLA REQUEST|Duplicate record
7965|2018-12-10|1|X0HLAME00002643493|2643493|18111502404|CHOLA REQUEST|Duplicate record
7966|2018-12-10|1|X0HEGKL00002643802|2643802|18111502420|CHOLA REQUEST|Duplicate record
7967|2018-12-10|1|X0HEEDE00002643742|2643742|18111502451|CHOLA REQUEST|Duplicate record
7968|2018-12-10|1|X0HEINO00002642825|2642825|18111502453|CHOLA REQUEST|Duplicate record
7969|2018-12-10|1|X0HEBIW00002643800|2643800|18111502461|CHOLA REQUEST|Duplicate record
7970|2018-12-10|1|X0HEVIZ00002643627|2643627|18111502483|CHOLA REQUEST|Duplicate record
7971|2018-12-10|1|X0HEBAN00002643430|2643430|18111502486|CHOLA REQUEST|Duplicate record
7972|2018-12-10|1|X0HEBAN00002643412|2643412|18111502497|CHOLA REQUEST|Duplicate record
7973|2018-12-10|1|X0HLELU00002643157|2643157|18111601933|CHOLA REQUEST|Duplicate record
7974|2018-12-10|1|X0HLKAC00002643386|2643386|18111601937|CHOLA REQUEST|Duplicate record
7975|2018-12-10|1|X0HLKRM00002643104|2643104|18111601955|CHOLA REQUEST|Duplicate record
7976|2018-12-10|1|X0HLKRM00002644119|2644119|18111601956|CHOLA REQUEST|Duplicate record
7977|2018-12-10|1|X0HLKAC00002631642|2631642|18111601960|CHOLA REQUEST|Duplicate record
7978|2018-12-10|1|X0HLHTG00002641378|2641378|18111601962|CHOLA REQUEST|Duplicate record
7979|2018-12-10|1|X0HLHTG00002643572|2643572|18111601978|CHOLA REQUEST|Duplicate record
7980|2018-12-10|1|X0HLHTG00002637684|2637684|18111601979|CHOLA REQUEST|Duplicate record
7981|2018-12-10|1|X0HLNAE00002643866|2643866|18111601990|CHOLA REQUEST|Duplicate record
7982|2018-12-10|1|X0HLMDA00002644170|2644170|18111601992|CHOLA REQUEST|Duplicate record
7983|2018-12-10|1|X0HLMRT00002643599|2643599|18111601998|CHOLA REQUEST|Duplicate record
7984|2018-12-10|1|X0HLKAK00002643892|2643892|18111601999|CHOLA REQUEST|Duplicate record
7985|2018-12-10|1|X0HLKET00002643678|2643678|18111602028|CHOLA REQUEST|Duplicate record
7986|2018-12-10|1|X0HLHBD00002643483|2643483|18111602029|CHOLA REQUEST|Duplicate record
7987|2018-12-10|1|X0HLHBD00002642586|2642586|18111602030|CHOLA REQUEST|Duplicate record
7988|2018-12-10|1|X0HLNAE00002643556|2643556|18111602033|CHOLA REQUEST|Duplicate record
7989|2018-12-10|1|X0HLOOE00002643158|2643158|18111602034|CHOLA REQUEST|Duplicate record
7990|2018-12-10|1|X0HLKAK00002643523|2643523|18111602039|CHOLA REQUEST|Duplicate record
7991|2018-12-10|1|X0HLMRT00002643569|2643569|18111602047|CHOLA REQUEST|Duplicate record
7992|2018-12-10|1|X0HLSUD00002643077|2643077|18111602051|CHOLA REQUEST|Duplicate record
7993|2018-12-10|1|X0HEBAN00002643440|2643440|18111701766|CHOLA REQUEST|Duplicate record
7994|2018-12-10|1|X0HLAME00002600822|2600822|18111701776|CHOLA REQUEST|Duplicate record
7995|2018-12-10|1|X0HLTNR00002643492|2643492|18111701778|CHOLA REQUEST|Duplicate record
7996|2018-12-10|1|X0HLTUL00002643640|2643640|18111701779|CHOLA REQUEST|Duplicate record
7997|2018-12-10|1|X0HLKET00002644076|2644076|18111701780|CHOLA REQUEST|Duplicate record
7998|2018-12-10|1|X0HLVIS00002634919|2634919|18111701784|CHOLA REQUEST|Duplicate record
7999|2018-12-10|1|X0HLWGL00002632263|2632263|18111701788|CHOLA REQUEST|Duplicate record
8000|2018-12-10|1|X0HLAME00002622515|2622515|18111701789|CHOLA REQUEST|Duplicate record
8001|2018-12-10|1|X0HLBHM00002643107|2643107|18111701799|CHOLA REQUEST|Duplicate record
8002|2018-12-10|1|X0HLSRK00002643103|2643103|18111701812|CHOLA REQUEST|Duplicate record
8003|2018-12-10|1|X0HLTNR00002643917|2643917|18111701814|CHOLA REQUEST|Duplicate record
8004|2018-12-10|1|X0HLARU00002643990|2643990|18111701820|CHOLA REQUEST|Duplicate record
8005|2018-12-10|1|X0HLANK00002644012|2644012|18111701824|CHOLA REQUEST|Duplicate record
8006|2018-12-10|1|X0HLVIS00002643636|2643636|18111701830|CHOLA REQUEST|Duplicate record
8007|2018-12-10|1|X0HLTRC00002643009|2643009|18111701837|CHOLA REQUEST|Duplicate record
8008|2018-12-10|1|X0HLANK00002643712|2643712|18111701850|CHOLA REQUEST|Duplicate record
8009|2018-12-10|1|X0HLKMB00002643767|2643767|18111701853|CHOLA REQUEST|Duplicate record
8010|2018-12-10|1|X0HLCIO00002644197|2644197|18111701854|CHOLA REQUEST|Duplicate record
8011|2018-12-10|1|X0HLRAL00002643160|2643160|18112001862|CHOLA REQUEST|Duplicate record
8012|2018-12-10|1|X0HLBHM00002643145|2643145|18112001866|CHOLA REQUEST|Duplicate record
8013|2018-12-10|1|X0HLARU00002643996|2643996|18112001868|CHOLA REQUEST|Duplicate record
8014|2018-12-10|1|X0HLWGL00002643100|2643100|18112001875|CHOLA REQUEST|Duplicate record
8015|2018-12-10|1|X0HLVLE00002643474|2643474|18112001894|CHOLA REQUEST|Duplicate record
8016|2018-12-10|1|X0HLYEL00002643548|2643548|18112001897|CHOLA REQUEST|Duplicate record
8017|2018-12-10|1|X0HEDET00002643227|2643227|18112002010|CHOLA REQUEST|Duplicate record
8018|2018-12-10|1|X0HEINO00002642929|2642929|18112002012|CHOLA REQUEST|Duplicate record
8019|2018-12-10|1|X0HEHOR00002643281|2643281|18112002014|CHOLA REQUEST|Duplicate record
8020|2018-12-10|1|X0HEDEF00002644169|2644169|18112002016|CHOLA REQUEST|Duplicate record
8021|2018-12-10|1|X0HLELU00002643187|2643187|18112101899|CHOLA REQUEST|Duplicate record
8022|2018-12-10|1|X0HLKAK00002643459|2643459|18112101906|CHOLA REQUEST|Duplicate record
8023|2018-12-10|1|X0HLSIV00002644132|2644132|18112101912|CHOLA REQUEST|Duplicate record
8024|2018-12-10|1|X0HLHRR00002644127|2644127|18112101916|CHOLA REQUEST|Duplicate record
8025|2018-12-10|1|X0HLMRT00002643879|2643879|18112101917|CHOLA REQUEST|Duplicate record
8026|2018-12-10|1|X0HLTNA00002643830|2643830|18112101918|CHOLA REQUEST|Duplicate record
8027|2018-12-10|1|X0HLTNA00002643943|2643943|18112101919|CHOLA REQUEST|Duplicate record
8028|2018-12-10|1|X0HLHTG00002643550|2643550|18112302101|CHOLA REQUEST|Duplicate record
8029|2018-12-10|1|X0HLCIO00002634957|2634957|18112302102|CHOLA REQUEST|Duplicate record
8030|2018-12-10|1|X0HLSIV00002644219|2644219|18112302110|CHOLA REQUEST|Duplicate record
8031|2018-12-10|1|X0HLSNN00002644163|2644163|18112302111|CHOLA REQUEST|Duplicate record
8032|2018-12-10|1|X0HLDMP00002644053|2644053|18112302121|CHOLA REQUEST|Duplicate record
8033|2018-12-10|1|X0HLTRC00002643775|2643775|18112302122|CHOLA REQUEST|Duplicate record
8034|2018-12-10|1|X0HLKAC00002636870|2636870|18112302125|CHOLA REQUEST|Duplicate record
8035|2018-12-10|1|X0HLHBD00002644077|2644077|18112302127|CHOLA REQUEST|Duplicate record
8036|2018-12-10|1|X0HLAJR00002638102|2638102|18112302128|CHOLA REQUEST|Duplicate record
8037|2018-12-10|1|X0HLDCH00002643070|2643070|18112302131|CHOLA REQUEST|Duplicate record
8038|2018-12-10|1|X0HLSTR00002643255|2643255|18112302133|CHOLA REQUEST|Duplicate record
8039|2018-12-10|1|X0HEBAN00002643424|2643424|18112802948|CHOLA REQUEST|Duplicate record
8040|2018-12-10|1|XVFPUDA00002273423|2273423|18022200504|CHOLA REQUEST|Duplicate record
8041|2018-12-10|1|XVFPPTN00002443668|2443668|18062700733|CHOLA REQUEST|Invalid spdc Entry
8042|2018-12-10|1|XVFPRAY00002481118|2481118|18082101455|CHOLA REQUEST|Duplicate record
8043|2018-12-13|1|XTRAHYF00002436995|2436995|18111903333|CHOLA REQUEST|Duplicate record
8044|2018-12-13|1|XVFPJHR00002452915|2452915|18112101886|CHOLA REQUEST|Duplicate record
8045|2018-12-13|1|XVFPBDH00002481886|2481886|18112201761|CHOLA REQUEST|Duplicate record
8046|2018-12-13|1|XVFPJHR00002597384|2597384|18112702971|CHOLA REQUEST|Duplicate record
8047|2018-12-13|1|XVFPRGN00002010632|2010632|18120100793|CHOLA REQUEST|Duplicate record
8048|2018-12-13|1|XVFPPEV00002420443|2420443|18120401764|CHOLA REQUEST|Duplicate record
8049|2018-12-13|1|XVFPLSI00002620304|2620304|18120501472|CHOLA REQUEST|Duplicate record
8050|2018-12-13|1|XVFPTJV00002476984|2476984|18120502359|CHOLA REQUEST|Duplicate record
8051|2018-12-21|1|X0HETAH00001091949|1091949|13121000709|CHOLA REQUEST|Duplicate record
8052|2018-12-21|1|X0HETAH00001394563|1394563|15042400629|CHOLA REQUEST|Duplicate record
8053|2018-12-18|1|XTRAHSR00001900855|1900855|17022701340|CHOLA REQUEST|Duplicate record
8054|2018-12-18|1|XTRAHSR00001900113|1900113|17022701801|CHOLA REQUEST|Duplicate record
8055|2018-12-18|1|XTRAKOT00001927396|1927396|17032900099|CHOLA REQUEST|Duplicate record
8056|2018-12-18|1|XTRAHSR00001927439|1927439|17032900655|CHOLA REQUEST|Invalid spdc Entry
8057|2018-12-18|1|XTRASIR00001984941|1984941|17052501097|CHOLA REQUEST|Duplicate record
8058|2018-12-18|1|XTRANNL00002098709|2098709|17092500508|CHOLA REQUEST|Duplicate record
8059|2018-12-18|1|XTRAGWA00002132418|2132418|17102501329|CHOLA REQUEST|Duplicate record
8060|2018-12-18|1|XTRABRF00002132693|2132693|17102601109|CHOLA REQUEST|Duplicate record
8061|2018-12-18|1|XTRAGJB00002132609|2132609|17102701970|CHOLA REQUEST|Duplicate record
8062|2018-12-18|1|XTRAHSR00002134684|2134684|17110900555|CHOLA REQUEST|Duplicate record
8063|2018-12-21|1|X0HEUJJ00002643789|2643789|18111502316|CHOLA REQUEST|Duplicate record
8064|2018-12-21|1|X0HLDMP00002644178|2644178|18112101920|CHOLA REQUEST|Duplicate record
8065|2018-12-21|1|X0HEJRH00002643806|2643806|18112802944|CHOLA REQUEST|Duplicate record
8066|2018-12-21|1|X0HLMRT00002644021|2644021|18121801765|CHOLA REQUEST|Duplicate record
8067|2018-12-21|1|X0HLVLE00002643487|2643487|18121801774|CHOLA REQUEST|Duplicate record
8068|2018-12-21|1|X0HLWGL00002643910|2643910|18121901880|CHOLA REQUEST|Duplicate record
8069|2018-12-21|1|X0HENRL00002644000|2644000|18121901919|CHOLA REQUEST|Duplicate record
8070|2018-12-26|1|XVFPPYA00002209688|2209688|18091801599|CHOLA REQUEST|Duplicate record
8071|2018-12-26|1|XVFPPYA00002209693|2209693|18091801600|CHOLA REQUEST|Duplicate record
8072|2018-12-26|1|XTRABOL00002454429|2454429|18092901143|CHOLA REQUEST|Duplicate record
8073|2018-12-27|1|X0CENIL00002378176|2378176|18050401658|CHOLA REQUEST|Duplicate record
8074|2018-12-27|1|XSHUPAB00002446813|2446813|18063000349|CHOLA REQUEST|Duplicate record
8075|2018-12-27|1|XVFPKAR00002491476|2491476|18073001629|CHOLA REQUEST|Duplicate record
8076|2018-12-27|1|XVFPPKD00002508357|2508357|18080602062|CHOLA REQUEST|Duplicate record
8077|2018-12-27|1|XVFPTHE00002504984|2504984|18080701869|CHOLA REQUEST|Duplicate record
8078|2018-12-27|1|XVFPMAL00002525723|2525723|18082702670|CHOLA REQUEST|Duplicate record
8079|2018-12-27|1|XVFPMPA00002554364|2554364|18091200131|CHOLA REQUEST|Duplicate record
8080|2018-12-27|1|XVFPJHR00002553460|2553460|18091800837|CHOLA REQUEST|Duplicate record
8081|2018-12-27|1|XVFPRRA00002560222|2560222|18092501055|CHOLA REQUEST|Duplicate record
8088|2019-01-17|1|X0HEMAD00000962562|0962562|18123101112|CHOLA REQUEST|Invalid Agreement
8090|2019-01-17|1|X0HENRL00002644000|2644000|19010902030|CHOLA REQUEST|Invalid spdc Entry
8120|2019-01-05|1|XVFPARN00002671660|2671660|18121202322|CHOLA REQUEST|Invalid spdc Entry
8123|2019-01-05|1|XVFPPTN00002349182|2349182|18121503270|CHOLA REQUEST|Invalid spdc Entry
8127|2019-01-05|1|X0HEDHE00000899813|0899813|18121901973|CHOLA REQUEST|Invalid Agreement
8175|2019-01-08|1|XTRADMH00002157357|2157357|17111601494|CHOLA REQUEST|Invalid spdc Entry
8182|2019-01-08|1|XTRABLI00002153722|2153722|17112400294|CHOLA REQUEST|Invalid spdc Entry
8183|2019-01-08|1|XTRABLI00002158081|2158081|17112400859|CHOLA REQUEST|Invalid spdc Entry
8184|2019-01-08|1|XTRABLI00002158198|2158198|17112400864|CHOLA REQUEST|Invalid spdc Entry
8187|2019-01-08|1|XVFPKPA00002347982|2347982|18040902387|CHOLA REQUEST|Invalid spdc Entry
8188|2019-01-08|1|XVFPANG00002544396|2544396|18092401224|CHOLA REQUEST|Invalid spdc Entry
8251|2019-01-09|1|X0HEBAT00002691184|2691184|18121801794|CHOLA REQUEST|Invalid spdc Entry
8301|2019-02-01|1|XTRAMNA00001931449|1931449|17040100030|CHOLA REQUEST|Invalid spdc Entry
8315|2019-02-01|1|XTRASIP00002079073|2079073|17101700785|CHOLA REQUEST|Invalid spdc Entry
8323|2019-02-01|1|XTRAGAA00002159854|2159854|17112000823|CHOLA REQUEST|Invalid spdc Entry
8329|2019-02-01|1|XTRAGAR00002189032|2189032|17121501579|CHOLA REQUEST|Invalid spdc Entry
8556|2019-02-27|1|XVFPVRI00002623627|2623627|18112000056|CHOLA REQUEST|Invalid spdc Entry
8637|2019-03-04|1|XSHUTYV00002527805|2527805|19022702155|CHOLA REQUEST|Invalid Agreement
8644|2019-03-08|1|XTRADEV00002070403|2070403|17083100433|CHOLA REQUEST|Invalid spdc Entry
8645|2019-03-08|1|XTRANYN00002076346|2076346|17090700953|CHOLA REQUEST|Invalid spdc Entry
8656|2019-03-08|1|XVFPBUR00002690325|2690325|18121500527|CHOLA REQUEST|Invalid spdc Entry
8845|2019-04-04|1|XVFPCUT00001846435|1846435|16121400012|CHOLA REQUEST|Invalid spdc Entry
8854|2019-04-04|1|XVFPRAI00002291576|2291576|18031602370|CHOLA REQUEST|Invalid spdc Entry
8882|2019-04-03|1|XVFPBKC00001752018|1752018|19030902989|CHOLA REQUEST|Invalid spdc Entry
8997|2019-04-09|1|X0HLTMA00002837952|2837952|19032002529|CHOLA REQUEST|Invalid spdc Entry
9033|2019-05-30|1|XSHUJSR00002785947|2785947|19022702129|CHOLA REQUEST|Invalid GNSA Ref No
9040|2019-05-30|1|XVFPHVF00002794731|2794731|19031402695|CHOLA REQUEST|Invalid Agreement
9041|2019-05-30|1|XVFPCUT00002794173|2794173|19031402703|CHOLA REQUEST|Invalid Agreement
9050|2019-05-31|1|XVFPBRO00002824020|2824020|19031900765|CHOLA REQUEST|Invalid spdc Entry
9052|2019-05-31|1|XVFPGKR00002829987|2829987|19032500329|CHOLA REQUEST|Invalid spdc Entry
9053|2019-05-30|1|XVFPKNR00002835469|2835469|19032502038|CHOLA REQUEST|Invalid GNSA Ref No
9159|2019-05-31|1|XVFPGUL00002803967|2803967|19040102175|CHOLA REQUEST|Invalid GNSA Ref No
9160|2019-05-31|1|XVFPGUL00002804006|2804006|19040102176|CHOLA REQUEST|Invalid GNSA Ref No
9207|2019-05-31|1|XVFPDAN00002825554|2825554|19042302009|CHOLA REQUEST|Invalid Agreement
9209|2019-05-31|1|XVFPBNR00002833157|2833157|19050902014|CHOLA REQUEST|Invalid Agreement
9210|2019-05-31|1|XVFPGUL00002832686|2832686|19050902027|CHOLA REQUEST|Invalid GNSA Ref No
9211|2019-05-31|1|XVFPHDR00002809529|2809529|19051102120|CHOLA REQUEST|Invalid Agreement
9212|2019-05-31|1|XVFPMED00002806906|2806906|19051102121|CHOLA REQUEST|Invalid Agreement
9213|2019-05-31|1|XVFPCRE00002803040|2803040|19051102123|CHOLA REQUEST|Invalid Agreement
9214|2019-05-31|1|XVFPGWI00002830271|2830271|19051402153|CHOLA REQUEST|Invalid GNSA Ref No
9450|2019-06-20|1|X0HEDIV00002951698|2951698|19061802103|CHOLA REQUEST|Invalid spdc Entry
9451|2019-07-13|1|XTRASHE00001886531|1886531|17021401791|CHOLA REQUEST|Invalid spdc Entry
9470|2019-07-13|1|XTRAHDA00002305134|2305134|18031500397|CHOLA REQUEST|Invalid spdc Entry
9477|2019-07-13|1|XTRAKWL00002328654|2328654|18032600499|CHOLA REQUEST|Invalid spdc Entry
9505|2019-07-13|1|XTRADHA00002369841|2369841|18043001875|CHOLA REQUEST|Invalid spdc Entry
9548|2019-07-31|1|XTRAGAA00002361212|2361212|18042400467|CHOLA REQUEST|Invalid spdc Entry
9560|2019-07-31|1|XTRARGN00002396492|2396492|18051700294|CHOLA REQUEST|Invalid spdc Entry
9644|2019-08-13|1|XVFPBLY00002865796|2865796|19042902924|CHOLA REQUEST|Invalid GNSA Ref No
9724|2019-09-05|1|XTRADEV00002070403|2070403|17083100433|CHOLA REQUEST|Invalid spdc Entry
9829|2019-10-15|1|XTRAGAD00002451931|2451931|18070301435|CHOLA REQUEST|Invalid spdc Entry
9830|2019-10-15|1|XVFPANG00002544396|2544396|18092401224|CHOLA REQUEST|Invalid spdc Entry
9917|2019-11-14|1|X0HETCO00003224608|3224608|19111204036|CHOLA REQUEST|Invalid spdc Entry
9954|2019-12-09|1|X0CENGR00003018092|3018092|19082301260|CHOLA REQUEST|Invalid spdc Entry
10120|2020-01-03|1|XVFPAAB00003019749|3019749|19070200304|CHOLA REQUEST|Invalid spdc Entry
10132|2020-01-03|1|XVFPCVF00003209804|3209804|19112002783|CHOLA REQUEST|Invalid spdc Entry
10155|2020-01-08|1|XTRAGOK00001871535|1871535|17011900065|CHOLA REQUEST|Invalid spdc Entry
10156|2020-01-08|1|XTRANNL00001864592|1864592|17012100356|CHOLA REQUEST|Invalid spdc Entry
10173|2020-01-08|1|XVFPGUL00002226107|2226107|18011000796|CHOLA REQUEST|Invalid spdc Entry
10291|2020-01-10|1|X0CECVF00002267264|2267264|18021200257|CHOLA REQUEST|Invalid spdc Entry
10299|2020-01-10|1|XVFPRPV00002873265|2873265|19082101930|CHOLA REQUEST|Invalid spdc Entry
10306|2020-01-10|1|XVFPTNY00002437547|2437547|19102202287|CHOLA REQUEST|Invalid spdc Entry
10319|2020-01-10|1|XVFPMAR00002965602|2965602|19112603148|CHOLA REQUEST|Invalid Agreement
10334|2020-01-10|1|XSHUDEO00003354903|3354903|20010202031|CHOLA REQUEST|Invalid spdc Entry
10383|2020-02-19|1|X0HENAG00000697047|0697047|12090405038|CHOLA REQUEST|Invalid Agreement
10394|2020-02-19|1|X0HENAG00001778052|1778052|16100301107|CHOLA REQUEST|Invalid spdc Entry
10467|2020-02-01|1|X0CENGR00003018092|3018092|19082301260|CHOLA REQUEST|Invalid spdc Entry
10484|2020-02-01|1|XVFPBVM00003196672|3196672|19112002819|CHOLA REQUEST|Invalid spdc Entry
10485|2020-02-01|1|XTRARPV00003289060|3289060|19112602186|CHOLA REQUEST|Invalid spdc Entry
10490|2020-02-01|1|XSHUCAN00003292360|3292360|20011701119|CHOLA REQUEST|Invalid spdc Entry
10497|2020-02-07|1|XVFPNGE00003221795|3221795|19101202336|CHOLA REQUEST|Invalid spdc Entry
10498|2020-02-07|1|XTRANGK00003168512|3168512|19111504130|CHOLA REQUEST|Invalid spdc Entry
10611|2020-03-10|1|XTRARAI00002709330|2709330|19010201339|CHOLA REQUEST|Invalid spdc Entry
10640|2020-03-10|1|XVFPGUW00003305883|3305883|19112501023|CHOLA REQUEST|Invalid spdc Entry
10656|2020-03-10|1|XVFPTBR00003127362|3127362|20012902334|CHOLA REQUEST|Invalid GNSA Ref No
10750|2021-02-16|1|XVFPJAB00002345850|2345850|18040700799|CHOLA REQUEST|Invalid spdc Entry
10753|2021-02-16|1|XSHUGUM00003069653|3069653|20081202301|CHOLA REQUEST|Invalid spdc Entry
10758|2021-02-16|1|XVFPHRD00002929300|2929300|20091602205|CHOLA REQUEST|Invalid spdc Entry
10768|2021-02-18|1|XVFPDNK00003160452|3160452|20092803062|CHOLA REQUEST|Invalid spdc Entry
10774|2021-02-18|1|XVFPRJI00002261604|2261604|20102202534|CHOLA REQUEST|Invalid spdc Entry
10829|2021-05-05|1|X0HERTH00003004516|3004516|21042301014|CHOLA REQUEST|Invalid spdc Entry
10833|2021-07-07|1|X0HELIN00002953048|2953048|21041602112|CHOLA REQUEST|Invalid spdc Entry
10849|2021-07-23|1|X0HEAHE00002095725|2095725|17100300850|CHOLA REQUEST|Invalid spdc Entry
10880|2021-07-23|1|X0HENLL00002528339|2528339|18111201963|CHOLA REQUEST|Invalid spdc Entry
10881|2021-07-23|1|X0HEJAN00002592933|2592933|18120602287|CHOLA REQUEST|Invalid spdc Entry
10893|2021-07-23|1|X0HEUMA00002901723|2901723|19042402006|CHOLA REQUEST|Invalid spdc Entry
10897|2021-07-23|1|X0HELIN00002953272|2953272|19070802182|CHOLA REQUEST|Invalid spdc Entry
11035|2021-09-02|1|XVFPPRE00003966837|3966837|21011901992|CHOLA REQUEST|Invalid Agreement
11126|2021-09-08|1|XVFPKLM00001992975|1992975|17060700530|CHOLA REQUEST|Invalid GNSA Ref No
11127|2021-09-08|1|XVFPCDR00002300674|2300674|18031301712|CHOLA REQUEST|Invalid GNSA Ref No
11574|2021-09-18|1|XVFPKAN00003988526|3988526|21020602185|CHOLA REQUEST|Invalid GNSA Ref No
11633|2021-09-18|1|XVFPIAL00004028100|4028100|21031501634|CHOLA REQUEST|Invalid GNSA Ref No
11810|2021-09-20|1|XVFPSGV00004055402|4055402|21031701273|CHOLA REQUEST|Invalid Agreement
11832|2021-09-20|1|XVFPNCF00004074490|4074490|21032601487|CHOLA REQUEST|Invalid Agreement
11843|2021-09-20|1|XVFPBNR00004073647|4073647|21033102119|CHOLA REQUEST|Invalid Agreement
11905|2021-09-21|1|X0CEDNK00004097267|4097267|21041602104|CHOLA REQUEST|Invalid GNSA Ref No
11908|2021-09-21|1|XSHUKAT00004094392|4094392|21041702140|CHOLA REQUEST|Invalid Agreement
11909|2021-09-21|1|X0CEAVL00004088782|4088782|21041702141|CHOLA REQUEST|Invalid Agreement
11928|2021-09-21|1|XVFPHYF00004120034|4120034|21042900808|CHOLA REQUEST|Invalid GNSA Ref No
11965|2021-09-21|1|XVFPTUI00004125929|4125929|21062802158|CHOLA REQUEST|Invalid Agreement
